postcode,suburb,latitude,longitude
3691,Gateway Island,-36.28,146.91
3691,Glen Creek,-36.28,146.91
3691,Gundowring,-36.28,146.91
3691,Huon Creek,-36.28,146.91
3691,Kancoona,-36.28,146.91
3691,Kergunyah,-36.28,146.91
3691,Kergunyah South,-36.28,146.91
3691,Kiewa,-36.28,146.91
3691,Killara,-36.28,146.91
3691,Leneva,-36.28,146.91
3691,Lucyvale,-36.28,146.91
3691,Mongans Bridge,-36.28,146.91
3691,Osbornes Flat,-36.28,146.91
3691,Running Creek,-36.28,146.91
3691,Staghorn Flat,-36.28,146.91
3691,Talgarno,-36.28,146.91
3691,Tangambalanga,-36.28,146.91
3691,Thologolong,-36.28,146.91
3691,Upper Gundowring,-36.28,146.91
3691,Wodonga Forward,-36.28,146.91
3694,Bandiana Milpo,-36.14,146.92
3695,Charleroi,-36.3,147.14
3695,Huon,-36.3,147.14
3695,Sandy Creek,-36.3,147.14
3697,Tawonga,-36.67,147.21
3698,Tawonga South,0.0,0.0
3699,Bogong,-36.81,147.22
3699,Falls Creek,-36.81,147.22
3699,Mount Beauty,-36.81,147.22
3699,Nelse,-36.81,147.22
3700,Bullioh,-36.18,147.34
3700,Georges Creek,-36.18,147.34
3700,Jarvis Creek,-36.18,147.34
3700,Tallangatta,-36.18,147.34
3700,Tallangatta East,-36.18,147.34
3701,Dartmouth,-36.53,147.5
3701,Eskdale,-36.53,147.5
3701,Granya,-36.53,147.5
3701,Mitta Mitta,-36.53,147.5
3701,Old Tallangatta,-36.53,147.5
3701,Shelley,-36.53,147.5
3701,Tallandoon,-36.53,147.5
3701,Tallangatta South,-36.53,147.5
3701,Tallangatta Valley,-36.53,147.5
3704,Koetong,-36.1,147.54
3705,Cudgewa,-36.19,147.77
3707,Biggara,-36.28,148.03
3707,Colac Colac,-36.28,148.03
3707,Corryong,-36.28,148.03
3707,Nariel Valley,-36.28,148.03
3707,Thowgla Valley,-36.28,148.03
3707,Tom Groggin,-36.28,148.03
3707,Towong,-36.28,148.03
3707,Towong Upper,-36.28,148.03
3708,Tintaldra,-36.05,147.93
3709,Burrowye,-36.05,147.56
3709,Guys Forest,-36.05,147.56
3709,Mount Alfred,-36.05,147.56
3709,Pine Mountain,-36.05,147.56
3709,Walwa,-36.05,147.56
3711,Buxton,-37.42,145.71
3712,Rubicon,-37.33,145.86
3712,Thornton,-37.33,145.86
3713,Eildon,-37.23,145.91
3713,Lake Eildon,-37.23,145.91
3713,Taylor Bay,-37.23,145.91
3714,Acheron,-37.25,145.7
3714,Alexandra,-37.25,145.7
3714,Cathkin,-37.25,145.7
3714,Crystal Creek,-37.25,145.7
3714,Devils River,-37.25,145.7
3714,Fawcett,-37.25,145.7
3714,Koriella,-37.25,145.7
3714,Maintongoon,-37.25,145.7
3714,Taggerty,-37.25,145.7
3714,Whanregarwen,-37.25,145.7
3715,Ancona,-36.97,145.79
3715,Merton,-36.97,145.79
3715,Woodfield,-36.97,145.79
3717,Flowerdale,-37.34,145.29
3717,Ghin Ghin,-37.34,145.29
3717,Glenburn,-37.34,145.29
3717,Homewood,-37.34,145.29
3717,Killingworth,-37.34,145.29
3717,Limestone,-37.34,145.29
3717,Murrindindi,-37.34,145.29
3717,Yea,-37.34,145.29
3718,Molesworth,-37.13,145.53
3719,Gobur,-37.01,145.62
3719,Kanumbra,-37.01,145.62
3719,Terip Terip,-37.01,145.62
3719,Yarck,-37.01,145.62
3720,Bonnie Doon,-37.02,145.86
3722,Barwite,-37.01,146.22
3722,Mansfield,-37.01,146.22
3722,Mirimbah,-37.01,146.22
3723,Archerton,-36.89,146.26
3723,Barjarg,-36.89,146.26
3723,Boorolite,-36.89,146.26
3723,Bridge Creek,-36.89,146.26
3723,Delatite,-36.89,146.26
3723,Enochs Point,-36.89,146.26
3723,Gaffneys Creek,-36.89,146.26
3723,Goughs Bay,-36.89,146.26
3723,Howes Creek,-36.89,146.26
3723,Howqua,-36.89,146.26
3723,Howqua Hills,-36.89,146.26
3723,Howqua Inlet,-36.89,146.26
3723,Jamieson,-36.89,146.26
3723,Kevington,-36.89,146.26
3723,Knockwood,-36.89,146.26
3723,Macs Cove,-36.89,146.26
3723,Maindample,-36.89,146.26
3723,Matlock,-36.89,146.26
3723,Merrijig,-36.89,146.26
3723,Mount Buller,-36.89,146.26
3723,Mountain Bay,-36.89,146.26
3723,Piries,-36.89,146.26
3723,Sawmill Settlement,-36.89,146.26
3723,Tolmie,-36.89,146.26
3723,Woods Point,-36.89,146.26
3724,Mansfield,-37.05,146.08
3725,Boxwood,-36.32,145.8
3725,Chesney Vale,-36.32,145.8
3725,Goorambat,-36.32,145.8
3725,Major Plains,-36.32,145.8
3725,Stewarton,-36.32,145.8
3726,Bungeet,-36.28,146.06
3726,Bungeet West,-36.28,146.06
3726,Devenish,-36.28,146.06
3726,Thoona,-36.28,146.06
3727,Almonds,-36.23,146.06
3727,Lake Rowan,-36.23,146.06
3727,Pelluebla,-36.23,146.06
3727,St James,-36.23,146.06
3727,Yundool,-36.23,146.06
3728,Boomahnoomoonah,-36.1,146.08
3728,Tungamah,-36.1,146.08
3728,Wilby,-36.1,146.08
3728,Youarang,-36.1,146.08
3730,Bathumi,-36.03,146.08
3730,Boosey,-36.03,146.08
3730,Bundalong,-36.03,146.08
3730,Bundalong South,-36.03,146.08
3730,Burramine,-36.03,146.08
3730,Burramine South,-36.03,146.08
3730,Esmond,-36.03,146.08
3730,Telford,-36.03,146.08
3730,Yarrawonga,-36.03,146.08
3730,Yarrawonga South,-36.03,146.08
3732,Moyhu,-36.58,146.38
3732,Myrrhee,-36.58,146.38
3733,Whitfield,-36.75,146.41
3735,Bowmans Forest,-36.52,146.58
3735,Whorouly,-36.52,146.58
3735,Whorouly East,-36.52,146.58
3735,Whorouly South,-36.52,146.58
3736,Myrtleford,-36.46,146.48
3737,Abbeyard,-36.98,146.78
3737,Barwidgee,-36.98,146.78
3737,Buffalo River,-36.98,146.78
3737,Dandongadale,-36.98,146.78
3737,Gapsted,-36.98,146.78
3737,Havilah,-36.98,146.78
3737,Merriang,-36.98,146.78
3737,Merriang South,-36.98,146.78
3737,Mudgegonga,-36.98,146.78
3737,Myrtleford,-36.98,146.78
3737,Nug Nug,-36.98,146.78
3737,Rosewhite,-36.98,146.78
3737,Selwyn,-36.98,146.78
3737,Wonnangatta,-36.98,146.78
3738,Ovens,-36.61,146.79
3739,Eurobin,-36.7,146.85
3740,Buckland,-36.82,146.85
3740,Mount Buffalo,-36.82,146.85
3740,Porepunkah,-36.82,146.85
3741,Bright,-36.73,146.96
3741,Freeburgh,-36.73,146.96
3741,Germantown,-36.73,146.96
3741,Harrietville,-36.73,146.96
3741,Hotham Heights,-36.73,146.96
3741,Mount Hotham,-36.73,146.96
3741,Smoko,-36.73,146.96
3744,Wandiligong,-36.75,146.98
3746,Eldorado,-36.3,146.58
3747,Beechworth,-36.36,146.69
3747,Murmungee,-36.36,146.69
3747,Stanley,-36.36,146.69
3747,Woolshed,-36.36,146.69
3747,Wooragee,-36.36,146.69
3749,Bruarong,-36.41,146.86
3749,Yackandandah,-36.41,146.86
3750,Wollert,-38.38,144.81
3751,Woodstock,-37.69,144.89
3752,Morang South,-37.65,145.1
3752,South Morang,-37.65,145.1
3753,Beveridge,-37.47,145.0
3754,Doreen,-37.62,145.15
3754,Mernda,-37.62,145.15
3755,Yan Yean,-37.57,145.14
3756,Chintin,-37.4,144.8
3756,Darraweit Guim,-37.4,144.8
3756,Upper Plenty,-37.4,144.8
3756,Wallan,-37.4,144.8
3757,Eden Park,-37.45,145.11
3757,Humevale,-37.45,145.11
3757,Kinglake Central,-37.45,145.11
3757,Kinglake West,-37.45,145.11
3757,Pheasant Creek,-37.45,145.11
3757,Whittlesea,-37.45,145.11
3758,Heathcote Junction,-37.38,145.03
3758,Wandong,-37.38,145.03
3759,Panton Hill,-37.64,145.24
3760,Smiths Gully,-37.62,145.29
3761,St Andrews,0.0,0.0
3762,Bylands,0.0,0.0
3763,Kinglake,-37.48,145.28
3764,Forbes,-37.31,144.89
3764,Glenaroua,-37.31,144.89
3764,High Camp,-37.31,144.89
3764,Kilmore,-37.31,144.89
3764,Kilmore East,-37.31,144.89
3764,Moranding,-37.31,144.89
3764,Tantaraboo,-37.31,144.89
3764,Willowmavin,-37.31,144.89
3765,Montrose,-37.81,145.34
3766,Kalorama,-37.82,145.37
3767,Mount Dandenong,-37.84,145.36
3770,Coldstream,-37.72,145.38
3770,Gruyere,-37.72,145.38
3770,Yering,-37.72,145.38
3775,Christmas Hills,-37.65,145.32
3775,Dixons Creek,-37.65,145.32
3775,Steels Creek,-37.65,145.32
3775,Tarrawarra,-37.65,145.32
3775,Yarra Glen,-37.65,145.32
3777,Badger Creek,-37.69,145.54
3777,Castella,-37.69,145.54
3777,Chum Creek,-37.69,145.54
3777,Healesville,-37.69,145.54
3777,Healesville Main Street,-37.69,145.54
3777,Healesville Post Shop,-37.69,145.54
3777,Mount Toolebewong,-37.69,145.54
3777,Toolangi,-37.69,145.54
3778,Fernshaw,-37.63,145.7
3778,Narbethong,-37.63,145.7
3779,Cambarville,-37.56,145.89
3779,Marysville,-37.56,145.89
3781,Cockatoo,-37.94,145.49
3781,Mount Burnett,-37.94,145.49
3781,Nangana,-37.94,145.49
3782,Avonsleigh,-37.92,145.47
3782,Clematis,-37.92,145.47
3782,Emerald,-37.92,145.47
3782,Macclesfield,-37.92,145.47
3783,Gembrook,-37.95,145.55
3785,Tremont,-38.27,144.49
3786,Ferny Creek,-37.88,145.34
3787,Sassafras,-37.88,145.37
3787,Sassafras Gully,-37.88,145.37
3788,Olinda,-37.86,145.36
3789,Sherbrooke,-37.88,145.36
3791,Kallista,-37.9,145.41
3792,The Patch,-37.89,145.39
3793,Monbulk,-37.87,145.41
3795,Silvan,-37.84,145.41
3796,Mount Evelyn,-37.79,145.38
3797,Gilderoy,-37.86,145.71
3797,Gladysdale,-37.86,145.71
3797,Powelltown,-37.86,145.71
3797,Three Bridges,-37.86,145.71
3797,Yarra Junction,-37.86,145.71
3799,Big Pats Creek,-37.76,145.75
3799,East Warburton,-37.76,145.75
3799,Mcmahons Creek,-37.76,145.75
3799,Millgrove,-37.76,145.75
3799,Reefton,-37.76,145.75
3799,Warburton,-37.76,145.75
3799,Wesburn,-37.76,145.75
3800,Monash University,-37.91,145.13
3802,Endeavour Hills,-37.98,145.25
3803,Hallam,-38.0,145.27
3804,Narre Warren East,-37.97,145.36
3804,Narre Warren North,-37.97,145.36
3805,Fountain Gate,-38.02,145.3
3805,Narre Warren,-38.02,145.3
3805,Narre Warren South,-38.02,145.3
3806,Berwick,-38.03,145.34
3806,Harkaway,-38.03,145.34
3807,Beaconsfield,-38.05,145.37
3807,Guys Hill,-38.05,145.37
3808,Beaconsfield Upper,-38.0,145.41
3808,Dewhurst,-38.0,145.41
3809,Officer,-38.06,145.41
3809,Officer South,-38.06,145.41
3810,Pakenham,-38.08,145.49
3810,Pakenham South,-38.08,145.49
3810,Pakenham Upper,-38.08,145.49
3810,Rythdale,-38.08,145.49
3812,Maryknoll,-38.04,145.61
3812,Nar Nar Goon,-38.04,145.61
3812,Nar Nar Goon North,-38.04,145.61
3813,Tynong,-38.09,145.63
3813,Tynong North,-38.09,145.63
3814,Cora Lynn,-38.15,145.61
3814,Garfield,-38.15,145.61
3814,Garfield North,-38.15,145.61
3814,Vervale,-38.15,145.61
3815,Bunyip,-38.1,145.72
3815,Bunyip North,-38.1,145.72
3815,Iona,-38.1,145.72
3815,Tonimbuk,-38.1,145.72
3816,Labertouche,-38.05,145.83
3816,Longwarry,-38.05,145.83
3816,Longwarry North,-38.05,145.83
3816,Modella,-38.05,145.83
3818,Athlone,-38.24,145.78
3818,Drouin,-38.24,145.78
3818,Drouin East,-38.24,145.78
3818,Drouin South,-38.24,145.78
3818,Drouin West,-38.24,145.78
3818,Hallora,-38.24,145.78
3818,Jindivick,-38.24,145.78
3818,Ripplebrook,-38.24,145.78
3820,Bona Vista,-38.21,145.96
3820,Lillico,-38.21,145.96
3820,Warragul,-38.21,145.96
3821,Brandy Creek,-38.1,145.92
3821,Bravington,-38.1,145.92
3821,Buln Buln,-38.1,145.92
3821,Buln Buln East,-38.1,145.92
3821,Crossover,-38.1,145.92
3821,Ellinbank,-38.1,145.92
3821,Ferndale,-38.1,145.92
3821,Lardner,-38.1,145.92
3821,Nilma,-38.1,145.92
3821,Nilma North,-38.1,145.92
3821,Rokeby,-38.1,145.92
3821,Seaview,-38.1,145.92
3821,Shady Creek,-38.1,145.92
3821,Tetoora Road,-38.1,145.92
3821,Torwood,-38.1,145.92
3821,Warragul South,-38.1,145.92
3821,Warragul West,-38.1,145.92
3822,Cloverlea,-38.24,146.0
3822,Darnum,-38.24,146.0
3822,Gainsborough,-38.24,146.0
3823,Allambee,-38.26,146.03
3823,Yarragon,-38.26,146.03
3823,Yarragon South,-38.26,146.03
3824,Childers,-38.3,146.11
3824,Narracan,-38.3,146.11
3824,Thorpdale South,-38.3,146.11
3824,Trafalgar,-38.3,146.11
3824,Trafalgar East,-38.3,146.11
3824,Trafalgar South,-38.3,146.11
3825,Aberfeldy,-37.7,146.36
3825,Amor,-37.7,146.36
3825,Boola,-37.7,146.36
3825,Caringal,-37.7,146.36
3825,Coalville,-37.7,146.36
3825,Coopers Creek,-37.7,146.36
3825,Erica,-37.7,146.36
3825,Fumina,-37.7,146.36
3825,Fumina South,-37.7,146.36
3825,Hernes Oak,-37.7,146.36
3825,Hill End,-37.7,146.36
3825,Jacob Creek,-37.7,146.36
3825,Jericho,-37.7,146.36
3825,Moe,-37.7,146.36
3825,Moe South,-37.7,146.36
3825,Moondarra,-37.7,146.36
3825,Newborough,-37.7,146.36
3825,Newborough East,-37.7,146.36
3825,Rawson,-37.7,146.36
3825,Tanjil,-37.7,146.36
3825,Tanjil South,-37.7,146.36
3825,Thalloo,-37.7,146.36
3825,Thomson,-37.7,146.36
3825,Toombon,-37.7,146.36
3825,Walhalla,-37.7,146.36
3825,Walhalla East,-37.7,146.36
3825,Westbury,-37.7,146.36
3825,Willow Grove,-37.7,146.36
3825,Yallourn,-37.7,146.36
3825,Yallourn North,-37.7,146.36
3831,Neerim,-37.96,145.99
3831,Neerim East,-37.96,145.99
3831,Neerim South,-37.96,145.99
3832,Nayook,-37.91,145.93
3832,Neerim Junction,-37.91,145.93
3832,Neerim North,-37.91,145.93
3833,Ada,-37.84,145.85
3833,Baw Baw,-37.84,145.85
3833,Baw Baw Village,-37.84,145.85
3833,Gentle Annie,-37.84,145.85
3833,Icy Creek,-37.84,145.85
3833,Loch Valley,-37.84,145.85
3833,Noojee,-37.84,145.85
3833,Piedmont,-37.84,145.85
3833,Tanjil Bren,-37.84,145.85
3833,Toorongo,-37.84,145.85
3833,Vesper,-37.84,145.85
3835,Thorpdale,-38.33,146.12
3840,Driffield,-38.28,146.32
3840,Hazelwood,-38.28,146.32
3840,Hazelwood North,-38.28,146.32
3840,Hazelwood South,-38.28,146.32
3840,Jeeralang,-38.28,146.32
3840,Jeeralang Junction,-38.28,146.32
3840,Maryvale,-38.28,146.32
3840,Mid Valley,-38.28,146.32
3840,Morwell,-38.28,146.32
3840,Morwell East,-38.28,146.32
3840,Morwell Upper,-38.28,146.32
3841,Gippsland MC,0.0,0.0
3842,Churchill,-38.32,146.42
3844,Blackwarry,-38.41,146.64
3844,Callignee,-38.41,146.64
3844,Callignee North,-38.41,146.64
3844,Callignee South,-38.41,146.64
3844,Carrajung,-38.41,146.64
3844,Carrajung Lower,-38.41,146.64
3844,Carrajung South,-38.41,146.64
3844,Flynn,-38.41,146.64
3844,Flynns Creek,-38.41,146.64
3844,Koornalla,-38.41,146.64
3844,Loy Yang,-38.41,146.64
3844,Mount Tassie,-38.41,146.64
3844,Traralgon,-38.41,146.64
3844,Traralgon East,-38.41,146.64
3844,Traralgon South,-38.41,146.64
3844,Tyers,-38.41,146.64
3847,Hiamdale,-38.26,146.75
3847,Nambrok,-38.26,146.75
3847,Rosedale,-38.26,146.75
3847,Willung,-38.26,146.75
3847,Willung South,-38.26,146.75
3850,Sale,-38.42,147.08
3850,Sale North,-38.42,147.08
3850,Wurruk,-38.42,147.08
3851,Airly,-38.04,147.08
3851,Bundalaguah,-38.04,147.08
3851,Clydebank,-38.04,147.08
3851,Cobains,-38.04,147.08
3851,Darriman,-38.04,147.08
3851,Dutson,-38.04,147.08
3851,Dutson Downs,-38.04,147.08
3851,Flamingo Beach,-38.04,147.08
3851,Fulham,-38.04,147.08
3851,Giffard,-38.04,147.08
3851,Giffard West,-38.04,147.08
3851,Glomar Beach,-38.04,147.08
3851,Golden Beach,-38.04,147.08
3851,Kilmany,-38.04,147.08
3851,Lake Wellington,-38.04,147.08
3851,Loch Sport,-38.04,147.08
3851,Longford,-38.04,147.08
3851,Montgomery,-38.04,147.08
3851,Myrtlebank,-38.04,147.08
3851,Paradise Beach,-38.04,147.08
3851,Pearsondale,-38.04,147.08
3851,Seacombe,-38.04,147.08
3851,Seaspray,-38.04,147.08
3851,Somerton Park,-38.04,147.08
3851,Stradbroke,-38.04,147.08
3851,The Heart,-38.04,147.08
3851,The Honeysuckles,-38.04,147.08
3852,East Sale,-38.11,147.13
3852,Sale East Raaf,-38.11,147.13
3853,Sale,-38.1,146.06
3854,Glengarry,-38.12,146.57
3854,Glengarry North,-38.12,146.57
3854,Glengarry West,-38.12,146.57
3856,Toongabbie,-38.07,146.67
3857,Cowwarr,-38.0,146.69
3858,Arbuckle,-37.97,146.69
3858,Billabong,-37.97,146.69
3858,Buragwonduc,-37.97,146.69
3858,Crookayan,-37.97,146.69
3858,Dawson,-37.97,146.69
3858,Denison,-37.97,146.69
3858,Gillum,-37.97,146.69
3858,Glenfalloch,-37.97,146.69
3858,Glenmaggie,-37.97,146.69
3858,Heyfield,-37.97,146.69
3858,Howitt Plains,-37.97,146.69
3858,Licola,-37.97,146.69
3858,Licola North,-37.97,146.69
3858,Reynard,-37.97,146.69
3858,Sargood,-37.97,146.69
3858,Seaton,-37.97,146.69
3858,Tamboritha,-37.97,146.69
3858,Winnindoo,-37.97,146.69
3858,Worrowing,-37.97,146.69
3858,Yangoura,-37.97,146.69
3859,Maffra West Upper,-37.89,146.85
3859,Newry,-37.89,146.85
3859,Tinamba,-37.89,146.85
3859,Tinamba West,-37.89,146.85
3860,Boisdale,-37.88,146.99
3860,Briagolong,-37.88,146.99
3860,Bushy Park,-37.88,146.99
3860,Coongulla,-37.88,146.99
3860,Koorool,-37.88,146.99
3860,Maffra,-37.88,146.99
3860,Monomak,-37.88,146.99
3860,Moroka,-37.88,146.99
3860,Nap Nap Marra,-37.88,146.99
3860,Riverslea,-37.88,146.99
3860,Toolome,-37.88,146.99
3860,Valencia Creek,-37.88,146.99
3860,Woolenook,-37.88,146.99
3860,Wrathung,-37.88,146.99
3860,Wrixon,-37.88,146.99
3862,Budgee Budgee,-37.57,147.19
3862,Cobbannah,-37.57,147.19
3862,Cowa,-37.57,147.19
3862,Crooked River,-37.57,147.19
3862,Dargo,-37.57,147.19
3862,Hawkhurst,-37.57,147.19
3862,Hollands Landing,-37.57,147.19
3862,Llowalong,-37.57,147.19
3862,Meerlieu,-37.57,147.19
3862,Miowera,-37.57,147.19
3862,Moornapa,-37.57,147.19
3862,Munro,-37.57,147.19
3862,Perry Bridge,-37.57,147.19
3862,Stockdale,-37.57,147.19
3862,Stratford,-37.57,147.19
3862,Waterford,-37.57,147.19
3862,Wongungarra,-37.57,147.19
3864,Fernbank,-37.86,147.34
3864,Glenaladale,-37.86,147.34
3864,The Fingerboard,-37.86,147.34
3865,Lindenow,-37.8,147.46
3869,Jumbuk,-38.4,146.42
3869,Yinnar,-38.4,146.42
3869,Yinnar South,-38.4,146.42
3870,Boolarra,-38.38,146.28
3870,Boolarra South,-38.38,146.28
3870,Budgeree,-38.38,146.28
3870,Grand Ridge,-38.38,146.28
3870,Johnstones Hill,-38.38,146.28
3871,Allambee Reserve,-38.29,146.05
3871,Allambee South,-38.29,146.05
3871,Baromi,-38.29,146.05
3871,Darlimurla,-38.29,146.05
3871,Delburn,-38.29,146.05
3871,Dollar,-38.29,146.05
3871,Mirboo,-38.29,146.05
3871,Mirboo North,-38.29,146.05
3873,Gormandale,-38.29,146.72
3874,Cherrilong,-38.38,146.79
3874,Mcloughlins Beach,-38.38,146.79
3874,Woodside,-38.38,146.79
3874,Woodside Beach,-38.38,146.79
3874,Woodside North,-38.38,146.79
3875,Bairnsdale,-37.83,147.63
3875,Banksia Peninsula,-37.83,147.63
3875,Bengworden,-37.83,147.63
3875,Broadlands,-37.83,147.63
3875,Bullumwaal,-37.83,147.63
3875,Calulu,-37.83,147.63
3875,Clifton Creek,-37.83,147.63
3875,Deptford,-37.83,147.63
3875,East Bairnsdale,-37.83,147.63
3875,Ellaswood,-37.83,147.63
3875,Fairy Dell,-37.83,147.63
3875,Flaggy Creek,-37.83,147.63
3875,Forge Creek,-37.83,147.63
3875,Goon Nure,-37.83,147.63
3875,Granite Rock,-37.83,147.63
3875,Hillside,-37.83,147.63
3875,Iguana Creek,-37.83,147.63
3875,Lindenow South,-37.83,147.63
3875,Lucknow,-37.83,147.63
3875,Marthavale,-37.83,147.63
3875,Melwood,-37.83,147.63
3875,Merrijig,-37.83,147.63
3875,Mount Taylor,-37.83,147.63
3875,Newlands Arm,-37.83,147.63
3875,Ryans,-37.83,147.63
3875,Sarsfield,-37.83,147.63
3875,Tabberabbera,-37.83,147.63
3875,Walpa,-37.83,147.63
3875,Waterholes,-37.83,147.63
3875,Wentworth,-37.83,147.63
3875,Woodglen,-37.83,147.63
3875,Wuk Wuk,-37.83,147.63
3875,Wy Yung,-37.83,147.63
3878,Eagle Point,-37.89,147.67
3880,Boole Poole,-37.92,147.69
3880,Ocean Grange,-37.92,147.69
3880,Paynesville,-37.92,147.69
3880,Raymond Island,-37.92,147.69
3882,Nicholson,-37.82,147.73
3885,Brumby,-37.71,147.83
3885,Bruthen,-37.71,147.83
3885,Buchan,-37.71,147.83
3885,Buchan South,-37.71,147.83
3885,Butchers Ridge,-37.71,147.83
3885,Gelantipy,-37.71,147.83
3885,Mossiface,-37.71,147.83
3885,Murrindal,-37.71,147.83
3885,Suggan Buggan,-37.71,147.83
3885,Tambo Upper,-37.71,147.83
3885,Timbarra,-37.71,147.83
3885,W Tree,-37.71,147.83
3885,Wiseleigh,-37.71,147.83
3885,Wulgulmerang,-37.71,147.83
3885,Wulgulmerang East,-37.71,147.83
3885,Wulgulmerang West,-37.71,147.83
3885,Yalmy,-37.71,147.83
3886,Newmerella,-37.74,148.43
3887,Lake Tyers,-37.84,148.12
3887,Nowa Nowa,-37.84,148.12
3887,Wairewa,-37.84,148.12
3888,Bendoc,-37.15,148.88
3888,Bete Bolong,-37.15,148.88
3888,Bete Bolong North,-37.15,148.88
3888,Bonang,-37.15,148.88
3888,Brodribb River,-37.15,148.88
3888,Cabanandra,-37.15,148.88
3888,Cape Conran,-37.15,148.88
3888,Corringle,-37.15,148.88
3888,Deddick Valley,-37.15,148.88
3888,Goongerah,-37.15,148.88
3888,Haydens Bog,-37.15,148.88
3888,Jarrahmond,-37.15,148.88
3888,Marlo,-37.15,148.88
3888,Martins Creek,-37.15,148.88
3888,Nurran,-37.15,148.88
3888,Orbost,-37.15,148.88
3888,Simpsons Creek,-37.15,148.88
3888,Tostaree,-37.15,148.88
3888,Tubbut,-37.15,148.88
3888,Waygara,-37.15,148.88
3888,Wombat Creek,-37.15,148.88
3889,Bellbird Creek,-37.93,145.91
3889,Bemm River,-37.93,145.91
3889,Cabbage Tree Creek,-37.93,145.91
3889,Club Terrace,-37.93,145.91
3889,Combienbar,-37.93,145.91
3889,Errinundra,-37.93,145.91
3889,Manorina,-37.93,145.91
3890,Buldah,-37.27,149.14
3890,Cann River,-37.27,149.14
3890,Chandlers Creek,-37.27,149.14
3890,Noorinbee,-37.27,149.14
3890,Noorinbee North,-37.27,149.14
3890,Tamboon,-37.27,149.14
3890,Tonghi Creek,-37.27,149.14
3891,Genoa,-37.48,149.59
3891,Gipsy Point,-37.48,149.59
3891,Maramingo Creek,-37.48,149.59
3891,Wallagaraugh,-37.48,149.59
3891,Wangarabell,-37.48,149.59
3891,Wingan River,-37.48,149.59
3891,Wroxham,-37.48,149.59
3892,Mallacoota,-37.55,149.73
3893,Double Bridges,-37.59,147.89
3893,Stirling,-37.59,147.89
3893,Tambo Crossing,-37.59,147.89
3895,Doctors Flat,-37.3,147.75
3895,Ensay,-37.3,147.75
3895,Ensay North,-37.3,147.75
3895,Reedy Flat,-37.3,147.75
3896,Bindi,-37.11,147.81
3896,Brookville,-37.11,147.81
3896,Nunniong,-37.11,147.81
3896,Swifts Creek,-37.11,147.81
3896,Tongio,-37.11,147.81
3898,Anglers Rest,-37.02,147.47
3898,Bingo Munjie,-37.02,147.47
3898,Bundara,-37.02,147.47
3898,Cassilis,-37.02,147.47
3898,Cobungra,-37.02,147.47
3898,Dinner Plain,-37.02,147.47
3898,Glen Valley,-37.02,147.47
3898,Glen Wills,-37.02,147.47
3898,Hinnomunjie,-37.02,147.47
3898,Omeo,-37.02,147.47
3898,Omeo Valley,-37.02,147.47
3898,Shannonvale,-37.02,147.47
3900,Benambra,-36.95,147.7
3900,Cobberas,-36.95,147.7
3902,Bumberrah,-37.79,147.83
3902,Johnsonville,-37.79,147.83
3903,Swan Reach,-37.81,147.84
3904,Metung,-37.87,147.85
3909,Kalimna,-37.86,147.92
3909,Kalimna West,-37.86,147.92
3909,Lake Bunga,-37.86,147.92
3909,Lake Tyers Beach,-37.86,147.92
3909,Lakes Entrance,-37.86,147.92
3909,Nungurner,-37.86,147.92
3909,Nyerimilang,-37.86,147.92
3909,Toorloo Arm,-37.86,147.92
3910,Langwarrin,-38.15,145.19
3911,Baxter,-38.2,145.16
3911,Langwarrin South,-38.2,145.16
3912,Pearcedale,-38.2,145.23
3912,Somerville,-38.2,145.23
3913,Tyabb,-38.26,145.19
3915,Hastings,-38.31,145.19
3915,Tuerong,-38.31,145.19
3916,Merricks,-38.39,145.09
3916,Point Leo,-38.39,145.09
3916,Shoreham,-38.39,145.09
3918,Bittern,-38.34,145.18
3919,Crib Point,-38.37,145.2
3920,Hmas Cerberus,0.0,0.0
3921,French Island,-38.34,145.34
3922,Cowes,-38.45,145.24
3922,Silverleaves,-38.45,145.24
3922,Smiths Beach,-38.45,145.24
3922,Summerlands,-38.45,145.24
3922,Sunderland Bay,-38.45,145.24
3922,Sunset Strip,-38.45,145.24
3922,Surf Beach,-38.45,145.24
3922,Ventnor,-38.45,145.24
3922,Wimbledon Heights,-38.45,145.24
3923,Rhyll,-38.46,145.31
3925,Cape Woolamai,-38.54,145.34
3925,Churchill Island,-38.54,145.34
3925,Newhaven,-38.54,145.34
3925,San Remo,-38.54,145.34
3926,Balnarring,-38.37,145.13
3926,Balnarring Beach,-38.37,145.13
3926,Merricks Beach,-38.37,145.13
3926,Merricks North,-38.37,145.13
3927,Somers,-38.38,145.15
3928,Main Ridge,-38.4,144.97
3929,Flinders,-38.47,145.02
3930,Kunyung,-38.19,145.08
3930,Mount Eliza,-38.19,145.08
3931,Mornington,-38.24,145.06
3933,Moorooduc,-38.24,145.09
3934,Mount Martha,-38.3,144.99
3936,Arthurs Seat,-38.35,144.95
3936,Dromana,-38.35,144.95
3936,Safety Beach,-38.35,144.95
3937,Red Hill,-38.37,145.01
3937,Red Hill South,-38.37,145.01
3938,Mccrae,-37.99,145.22
3939,Boneo,-38.4,144.9
3939,Cape Schanck,-38.4,144.9
3939,Fingal,-38.4,144.9
3939,Rosebud,-38.4,144.9
3939,Rosebud Plaza,-38.4,144.9
3940,Rosebud West,0.0,0.0
3941,Rye,-38.37,144.82
